,Item (Texto),GravedadMode
349,"Uribe, Petro y Duke, indicó a los oportunistas para felicitar a Egan para el Giro de Italia ... en Twitter, también destacaron comentarios en los que consideraba que los mensajes de Duke, Petro y Uribe, pero la victoria de Egan se unió al país. Uno de ellos.Fue el de Mauricio Jaramillo Marín, quien Trinó: ""Le dicen a Petro Oportunista por Tweeting sobre Egan. Le dicen al presidente oportunista que lo felicitará. Y otros. ¿Cuál es la diferencia? (Creo que, por el contrario, esto no es oportunismo: La victoria a su vez es algo que nos une, que está por encima de las rivalidades) "".",0
350,"En algunas áreas de la capital, la plantación continúa siendo presentada, así como los hechos de violencia y enfrentamientos entre los manifestantes y la fuerza pública. Ese fue el caso de la noche del martes y el amanecer el miércoles, cuando Cristian David Castillo resultó gravemente herido en su cabeza., mientras que en la Avenida Ciudad de Cali, a la altura de la avenida, en medio de los disturbios que se presentaban en su lugar. Vaste los intentos de salvar su vida, murió cuando fue trasladado en una ambulancia a un centro médico, producto.De una huelga cardiorrespiratoria generada por un golpe con un objeto enérgico, según la Secretaría del Gobierno.",3
351,"Pero esto no ha servido para calmar a la indignación. Y con el paso del tiempo, las protestas se han dividido aún más en una sociedad ya polarizada: los partidarios dicen que las marchas son la única manera de obtener un director para escucharlos, y los oponentes dicenQue los mensajes de los manifestantes se han hecho eclipsados por los actos violentos de algunos de ellos.",2
352,"Llegada nacional 2021, un hito en la protesta social de Colombia. ""El desempleo cívico nacional de 1977 fue el gran día de la segunda mitad del siglo XX, la primera fue, sin duda, el Bogotazo (1948). Este desempleo fue muy grande, pero duró dos días en Bogotá y un día en la mayor parte del territorio. . Hubo 19 muertos en la capital y dos o tres en el resto del país, en comparación con el desempleo actual fue bastante pacífico "", dijo Anadolu Mauricio Archila Neira, profesor de la Universidad Nacional de Colombia e investigadora del Centro de Investigación y Educación Popular (CINEP). Según Archila Neira, la aparición de violencia paramilitar en la década de 1980 inhibió los movimientos sociales. ""La teoría de los paramilitares fue la de los peces en el agua. El agua fue la población civil y para terminar de los guerrilleros, luego fue destruido por organizaciones sociales"", dijo el profesor. ""Los movimientos sociales debilitan mucho porque matan a sus líderes, destruyen a las organizaciones, erradiquen la sangre y el fuego de la protesta. Hay áreas que fueron pacificadas a la sangre y el fuego por paramilitares, a veces incluso por las tropas del ejército, la policía, la marina y el DAS. (Departamento de Seguridad Administrativa) "", explicó. La protesta social en el país comenzó a reactivarse de 2006, según la base de datos de luchas sociales en Colombia de Cícep.",2
353,"Sin duda, el arresto nacional dejó una fuerte marca en la inflación en mayo. La última causó presiones alcistas sin precedentes en los costos de los alimentos, ya que el grupo presentó un avance histórico del 5,4%, explicando así alrededor del 90% de la inflación total en el mes, yExcepcionando ampliamente lo que se observó en el shock más reciente sobrefood, es decir, el conductor de camiones 2016.Como se observó, este tipo de efectos en los precios del lado de la oferta generalmente se corrigen rápidamente, la tendencia que debe observarse una vez que se levanten los bloqueos.",2
354,"Todas las fuentes consultadas para este informe, incluidas las invitadas, dijeron que el desempleo debería influir en el aumento de los contagios y las muertes. Pero se diferenciaron en la relevancia que podrían haber tenido.",2
355,"La población vivió una noche de miedo y caos debido a los enfrentamientos entre los manifestantes y la fuerza pública, un choque que culminó con la sede de la sede del Palacio de la Justicia Municipal. Vídeos mostró las razas de la gente y las asusencias debido a detonaciones deArmas de fuego. Además, Camilo Andrés Arango García, un estudiante de derecho, murió al recibir un tiro y colectivos, aseguramos que eran uniformes durante los enfrentamientos de ayer.",3
356,"En un marco complejo, se vivió una situación inusual en una de las ciudades donde se presentaron protestas. Durante las manifestaciones de Buenaventura, se conocía un video donde un hombre con flores y un globo en forma de corazón se acercaba a una mujer para expresar su amor.",0
357,"Los oficiales de policía son héroes: la firme defensa del Ministro Molano durante el movimiento de la censura. El funcionario respondió a los ataques que la oposición lo hizo, quien lo enfrentó bajo el argumento de que la Orden Pública ha sido manejada durante el desempleo nacional. En este punto, destacó el papel del escuadrón anti-tisturbano móvil, donde dijo que aquellos que integraron estas unidades eran héroes. ""Quiero hablar de la ESMAD, que afecta a las manifestaciones son violentas y no a la ESMAD (...), me gustaría invitarlos (congresistas) a hablar con un policía de ESMAD, los oficiales de policía son algunos héroes, 105 países de El mundo tiene a la policía como la ESMAD, y la de Colombia es una de las reconocidas, se regulan, tiene capacitación formada en derechos humanos, e incluso así, así como si estuvieran en contra de la sociedad cuando buscan garantizar la manifestación pacífica "", dijo Molano. . De la misma manera el rechazo del prejugrado de que la fuerza pública ha recibido durante su acción en el desempleo nacional ""Por supuesto, hemos sido prejuzgados de todo tipo de delitos, mientras que muchas veces la mentira va rápido, se mueve en las redes, a la Los funcionarios nos corresponden a decir la verdad, aquí no se puede atar a estigmatizar la protesta, se ha garantizado, se han garantizado miles de colombianos, más de 8,000 actividades en más de 700 municipios de Colombia, esa responsabilidad y asume que fuerza pública. con cada garantía "".",2
358,"Miles de colombianos se manifiestan en todo el país en el 12 de mayo, en el tercer día del desempleo nacional, ya que comenzaron las protestas antigubernamentales el 28 de abril. Las movilizaciones de este miércoles, que tienen lugar de manera pacífica, fueron convocadas por el Comité Nacional.De parada en respuesta a la falta de un acuerdo con el presidente Iván Duque durante la primera reunión celebrada el lunes pasado para negociar sus propuestas sociales y económicas y la seguridad para encontrar una salida a la crisis.",1
359,"En un rico barrio de Cali, los civiles sacaron sus pistolas y rifles para disparar a los manifestantes, con la policía a su lado. Querían cuidar a su pueblo de personas que querían afectarlos. Limpieza fracturada por la desigualdad y el racismo, la capital deEl valle de Cauca se encontró en el desempleo nacional con una realidad soterrada. En el 28 de mayo, un pico de vecindarios marginales llegaron al exclusivo sector de la ciudad de jardín y trató de quemar una estación de policía. Los vecinos respondieron por tiros.",3
360,"Salva a Colombia: la verdadera amenaza es el terrorismo urbano financiado con el narcotráfico. Lo voy a decir claramente, sin adornos o retóricos: los violentos y los oportunistas tienen en Jaque a Colombia. El país, poco a poco, ha sido arrastrado hacia un caos peligroso, que amenaza la democracia y pone a la nación al borde del abismo. Siento admiración y respeto por los jóvenes, especialmente para los más humildes, que, con mucho coraje, decidimos reclamar sus derechos y solicitar soluciones de financiamiento a los gobernantes. Sin embargo, una corriente violenta ha aprovechado este movimiento social pacífico para tratar de imponer las armas y las malas. No se confunde: las imágenes aterradoras que hemos visto en estos días no son el resultado de la espontaneidad, sino que forman parte de un plan milímetro diseñado para arrodillarse el país, presentar las libertades y el poder de acceso. No tiene precedentes que no vemos la triste realidad de algunos de nuestros vecinos, que recorrieron este camino traumático en el pasado. Como sociedad, vamos al matadero con los ojos vendados.",2
361,"""Muy bien, los maestros anuncian el regreso, pero debemos decirles a los colombianos que ya formaban parte de los niños a sus vacaciones (...), la invitación es estar lista después de las semanas de recreo"", dijo el ministro de educación, María.Victoria Angulo. Solo este viernes reveló la Directiva 5 de 2021, según la cual
 ""Desde julio, comenzará la pensura completa, y solo en los casos
Se establecerá excepcional la posibilidad de proporcionar el servicio.
Educativo en la modalidad de alternancia.""",1
362,"""¿Es la primera línea una nueva guerrilla insurgente urbana o paramilitarismo?"": Paloma Valencia. El senador dijo que la acción judicial del alcalde Claudia López, denunció crudamente esa movilización, ""fue tarde"". La llamada primera línea de las manifestaciones hizo una amenaza seria este viernes contra la ciudadanía en Bogotá, algo que, por supuesto, generó rechazo en el alcalde Claudia López, quien anunció un informe penal contra ese grupo que quería apelar a la violencia porque afirmaban Tener la intención de ""atacar"" los autobuses de transmilenio y las personas que los continúan. Para el congresista del Centro Democrático, Paloma Vlencia, es ""evidente"" que ""tenemos que comenzar a frenar la destrucción de este país porque no puede ser que con el espíritu de la protesta aquí están imponiendo no solo los bloqueos, sino también los daños a Los bienes públicos que han costado tanto a Bogotá, luego celebro la queja penal "". Sin embargo, el senador insistió en que"" esto tiene que ir más lejos porque aquí ha habido senadores como Gustavo Bolívar (...) que han financiado el vandalismo que ahora se convierte en en el terrorismo (...) porque nos enfrentamos al terrorismo puro y estamos durados "".",2
