,Item (Texto),SesgoMode
307,"Los diálogos anteriores entre el Comité Nacional del Comité y el Gobierno parecen estancados después de la reunión privada que se llevó a cabo el jueves y que ambas partes dieron versiones muy diferentes. El presidente de la Central Unitaria de Trabajadores (Corte), Francisco Maltés, lamentó quePor el gobierno nacional no hubo respuesta al documento de garantías para el ejercicio de la protesta que se había basado el lunes.",0
308,"Adjunto con bombas bombales en Cúcuta: ¿Tienes que repensar la seguridad en las unidades militares? Por su parte, el congresista Ciro Ramírez dijo que el fondo del asunto es que ""hay un ataque claro contra todos los colombianos, hemos fortalecido grupos delictivos, enérgicos., los espacios ocupados que quedan las antiguas FARC, se fortalecieron porque hoy Colombia está llena de cocaína, y eso permite fortalecer las economías ilegales "". El senador del Centro Democrático aprovechó la oportunidad de comparar el desempleo nacional, que ha sido un ataque terrorista porMás de un mes, ""el desempleo y el bloqueo fue un ataque terrorista porque los colombianos vieron cómo secuestraron a la tercera ciudad en el país, quemaron 27 ciudades, atacaron misiones médicas y solo el día en que anuncian la suspensión de las protestas que vemos.comportamiento.",1
309,"Uribe, Petro y Duke, indicó a los oportunistas para felicitar a Egan para el Giro de Italia ... en Twitter, también destacaron comentarios en los que consideraba que los mensajes de Duke, Petro y Uribe, pero la victoria de Egan se unió al país. Uno de ellos.Fue el de Mauricio Jaramillo Marín, quien Trinó: ""Le dicen a Petro Oportunista por Tweeting sobre Egan. Le dicen al presidente oportunista que lo felicitará. Y otros. ¿Cuál es la diferencia? (Creo que, por el contrario, esto no es oportunismo: La victoria a su vez es algo que nos une, que está por encima de las rivalidades) "".",0
310,"En algunas áreas de la capital, la plantación continúa siendo presentada, así como los hechos de violencia y enfrentamientos entre los manifestantes y la fuerza pública. Ese fue el caso de la noche del martes y el amanecer el miércoles, cuando Cristian David Castillo resultó gravemente herido en su cabeza., mientras que en la Avenida Ciudad de Cali, a la altura de la avenida, en medio de los disturbios que se presentaban en su lugar. Vaste los intentos de salvar su vida, murió cuando fue trasladado en una ambulancia a un centro médico, producto.De una huelga cardiorrespiratoria generada por un golpe con un objeto enérgico, según la Secretaría del Gobierno.",0
311,"Pero esto no ha servido para calmar a la indignación. Y con el paso del tiempo, las protestas se han dividido aún más en una sociedad ya polarizada: los partidarios dicen que las marchas son la única manera de obtener un director para escucharlos, y los oponentes dicenQue los mensajes de los manifestantes se han hecho eclipsados por los actos violentos de algunos de ellos.",0
312,"Sin duda, el arresto nacional dejó una fuerte marca en la inflación en mayo. La última causó presiones alcistas sin precedentes en los costos de los alimentos, ya que el grupo presentó un avance histórico del 5,4%, explicando así alrededor del 90% de la inflación total en el mes, yExcepcionando ampliamente lo que se observó en el shock más reciente sobrefood, es decir, el conductor de camiones 2016.Como se observó, este tipo de efectos en los precios del lado de la oferta generalmente se corrigen rápidamente, la tendencia que debe observarse una vez que se levanten los bloqueos.",0
313,"Todas las fuentes consultadas para este informe, incluidas las invitadas, dijeron que el desempleo debería influir en el aumento de los contagios y las muertes. Pero se diferenciaron en la relevancia que podrían haber tenido.",0
314,"La población vivió una noche de miedo y caos debido a los enfrentamientos entre los manifestantes y la fuerza pública, un choque que culminó con la sede de la sede del Palacio de la Justicia Municipal. Vídeos mostró las razas de la gente y las asusencias debido a detonaciones deArmas de fuego. Además, Camilo Andrés Arango García, un estudiante de derecho, murió al recibir un tiro y colectivos, aseguramos que eran uniformes durante los enfrentamientos de ayer.",0
315,"En un marco complejo, se vivió una situación inusual en una de las ciudades donde se presentaron protestas. Durante las manifestaciones de Buenaventura, se conocía un video donde un hombre con flores y un globo en forma de corazón se acercaba a una mujer para expresar su amor.",0
316,"Miles de colombianos se manifiestan en todo el país en el 12 de mayo, en el tercer día del desempleo nacional, ya que comenzaron las protestas antigubernamentales el 28 de abril. Las movilizaciones de este miércoles, que tienen lugar de manera pacífica, fueron convocadas por el Comité Nacional.De parada en respuesta a la falta de un acuerdo con el presidente Iván Duque durante la primera reunión celebrada el lunes pasado para negociar sus propuestas sociales y económicas y la seguridad para encontrar una salida a la crisis.",0
317,"En un rico barrio de Cali, los civiles sacaron sus pistolas y rifles para disparar a los manifestantes, con la policía a su lado. Querían cuidar a su pueblo de personas que querían afectarlos. Limpieza fracturada por la desigualdad y el racismo, la capital deEl valle de Cauca se encontró en el desempleo nacional con una realidad soterrada. En el 28 de mayo, un pico de vecindarios marginales llegaron al exclusivo sector de la ciudad de jardín y trató de quemar una estación de policía. Los vecinos respondieron por tiros.",0
318,"Salva a Colombia: la verdadera amenaza es el terrorismo urbano financiado con el narcotráfico. Lo voy a decir claramente, sin adornos o retóricos: los violentos y los oportunistas tienen en Jaque a Colombia. El país, poco a poco, ha sido arrastrado hacia un caos peligroso, que amenaza la democracia y pone a la nación al borde del abismo. Siento admiración y respeto por los jóvenes, especialmente para los más humildes, que, con mucho coraje, decidimos reclamar sus derechos y solicitar soluciones de financiamiento a los gobernantes. Sin embargo, una corriente violenta ha aprovechado este movimiento social pacífico para tratar de imponer las armas y las malas. No se confunde: las imágenes aterradoras que hemos visto en estos días no son el resultado de la espontaneidad, sino que forman parte de un plan milímetro diseñado para arrodillarse el país, presentar las libertades y el poder de acceso. No tiene precedentes que no vemos la triste realidad de algunos de nuestros vecinos, que recorrieron este camino traumático en el pasado. Como sociedad, vamos al matadero con los ojos vendados.",1
319,"""Muy bien, los maestros anuncian el regreso, pero debemos decirles a los colombianos que ya formaban parte de los niños a sus vacaciones (...), la invitación es estar lista después de las semanas de recreo"", dijo el ministro de educación, María.Victoria Angulo. Solo este viernes reveló la Directiva 5 de 2021, según la cual
 ""Desde julio, comenzará la pensura completa, y solo en los casos
Se establecerá excepcional la posibilidad de proporcionar el servicio.
Educativo en la modalidad de alternancia.""",0
320,"""¿Es la primera línea una nueva guerrilla insurgente urbana o paramilitarismo?"": Paloma Valencia. El senador dijo que la acción judicial del alcalde Claudia López, denunció crudamente esa movilización, ""fue tarde"". La llamada primera línea de las manifestaciones hizo una amenaza seria este viernes contra la ciudadanía en Bogotá, algo que, por supuesto, generó rechazo en el alcalde Claudia López, quien anunció un informe penal contra ese grupo que quería apelar a la violencia porque afirmaban Tener la intención de ""atacar"" los autobuses de transmilenio y las personas que los continúan. Para el congresista del Centro Democrático, Paloma Vlencia, es ""evidente"" que ""tenemos que comenzar a frenar la destrucción de este país porque no puede ser que con el espíritu de la protesta aquí están imponiendo no solo los bloqueos, sino también los daños a Los bienes públicos que han costado tanto a Bogotá, luego celebro la queja penal "". Sin embargo, el senador insistió en que"" esto tiene que ir más lejos porque aquí ha habido senadores como Gustavo Bolívar (...) que han financiado el vandalismo que ahora se convierte en en el terrorismo (...) porque nos enfrentamos al terrorismo puro y estamos durados "".",1
321,"El desempleo nacional logró arrojar luz sobre la fractura social que vivimos. La gente se dividió en dos lados que hicieron una intolerancia enferma en ocasión, como cuando le preguntaron al boicot de las empresas por opiniones personales de su CEO o justificó la muerte de un bebé dentro deAmbulancia paralizada por los bloqueos.",1
322,"Andres Escobar se ve llevando un arma de fuego y se despidió contra los manifestantes en Cali, al menos 4 personas murieron ese día por tomas como Escobar. Este presunto empresario, está al lado de los agentes de la Policía Nacional, por lo que se presume que existe una complicidad entreAmbas partes. Sin embargo, la Oficina de Colombia de la Fiscalía no ha pronunciado por los hechos, este ciudadano podría pagar varios años de prisión por haber cometido varios crímenes. Posiblemente este ""pozo colombiano"" tiene relaciones con grupos narcoparamilitarios que están en Cali.",-1
